"Name","Live Bytes","Live Objects"
"java.net.InetSocketAddress","24,240 B (0%)","1,515 (0%)"
"jdk.internal.reflect.DirectConstructorHandleAccessor","24,096 B (0%)","1,004 (0%)"
"java.util.Arrays$ArrayList","24,000 B (0%)","1,000 (0%)"
"java.util.concurrent.RunnableScheduledFuture[]","23,920 B (0%)","299 (0%)"
"java.lang.management.MonitorInfo[]","23,888 B (0%)","1,493 (0%)"
"java.lang.management.LockInfo[]","23,888 B (0%)","1,493 (0%)"
"sun.nio.ch.DummySocketImpl","23,872 B (0%)","746 (0%)"
"org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler$1","23,680 B (0%)","296 (0%)"
"org.apache.kafka.shaded.io.opentelemetry.proto.common.v1.KeyValue","23,640 B (0%)","591 (0%)"
"org.apache.kafka.shaded.io.opentelemetry.proto.common.v1.AnyValue","23,640 B (0%)","591 (0%)"
"org.apache.kafka.clients.consumer.internals.Fetcher","23,600 B (0%)","295 (0%)"
"com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap","23,200 B (0%)","290 (0%)"
"java.lang.invoke.LambdaFormEditor$Transform","23,136 B (0%)","482 (0%)"
"io.micrometer.core.instrument.ImmutableTag","22,680 B (0%)","945 (0%)"
"java.util.concurrent.ConcurrentHashMap$TreeNode","22,464 B (0%)","468 (0%)"
"org.springframework.beans.MutablePropertyValues","22,272 B (0%)","928 (0%)"
"sun.reflect.generics.tree.ClassTypeSignature[]","22,072 B (0%)","1,042 (0%)"
"short[]","21,904 B (0%)","475 (0%)"
"org.apache.kafka.clients.NodeApiVersions","21,856 B (0%)","683 (0%)"
"sun.security.ssl.CipherSuite","21,632 B (0%)","338 (0%)"
"java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask","21,528 B (0%)","299 (0%)"
"io.netty.buffer.IntPriorityQueue","21,504 B (0%)","896 (0%)"
"org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient","21,240 B (0%)","295 (0%)"
"org.apache.kafka.common.Cluster","21,240 B (0%)","295 (0%)"
"org.springframework.beans.BeanMetadataAttribute","21,168 B (0%)","882 (0%)"
"org.springframework.core.annotation.AnnotatedMethod$AnnotatedMethodParameter","20,808 B (0%)","289 (0%)"
"java.security.Provider$Service","20,608 B (0%)","322 (0%)"
"java.util.zip.Inflater","20,544 B (0%)","321 (0%)"
"java.util.LinkedList","20,192 B (0%)","631 (0%)"
"java.security.Provider$ServiceKey","20,160 B (0%)","840 (0%)"
"sun.reflect.generics.tree.Wildcard","20,088 B (0%)","837 (0%)"
"java.nio.DirectByteBuffer$Deallocator","19,936 B (0%)","623 (0%)"
"sun.reflect.generics.reflectiveObjects.WildcardTypeImpl","19,608 B (0%)","817 (0%)"
"io.netty.util.concurrent.DefaultPromise","19,488 B (0%)","609 (0%)"
"org.apache.kafka.common.Node[]","19,352 B (0%)","907 (0%)"
"java.util.Collections$SingletonSet","19,296 B (0%)","1,206 (0%)"
"java.util.concurrent.atomic.LongAdder","19,264 B (0%)","602 (0%)"
"io.micrometer.prometheus.PrometheusTimer","19,072 B (0%)","298 (0%)"
"org.springframework.core.io.FileSystemResource","19,008 B (0%)","792 (0%)"
"org.springframework.core.task.SimpleAsyncTaskExecutor","18,944 B (0%)","296 (0%)"
"org.apache.kafka.clients.consumer.internals.KafkaConsumerMetrics","18,880 B (0%)","295 (0%)"
"sun.nio.ch.AllocatedNativeObject","18,880 B (0%)","590 (0%)"
"org.apache.kafka.clients.consumer.internals.Heartbeat","18,880 B (0%)","295 (0%)"
"java.util.concurrent.CountDownLatch","18,848 B (0%)","1,178 (0%)"
"java.net.URI","18,720 B (0%)","234 (0%)"
"io.netty.util.internal.InternalThreadLocalMap","18,688 B (0%)","146 (0%)"
"org.apache.kafka.common.TopicPartition","18,288 B (0%)","762 (0%)"
"org.springframework.core.log.LogAccessor","17,904 B (0%)","1,119 (0%)"
"java.util.concurrent.ThreadPoolExecutor$Worker","17,280 B (0%)","360 (0%)"
"org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$AutowiredFieldElement","16,840 B (0%)","421 (0%)"
"java.util.RegularEnumSet","16,832 B (0%)","526 (0%)"
"jdk.jfr.internal.PlatformEventType","16,544 B (0%)","188 (0%)"
"org.apache.kafka.clients.consumer.internals.OffsetFetcherUtils","16,520 B (0%)","295 (0%)"
"org.apache.kafka.clients.MetadataSnapshot","16,520 B (0%)","295 (0%)"
"org.apache.kafka.clients.GroupRebalanceConfig","16,520 B (0%)","295 (0%)"
"org.apache.kafka.clients.consumer.internals.FetchMetricsManager","16,520 B (0%)","295 (0%)"
"org.apache.kafka.clients.consumer.internals.OffsetFetcher","16,520 B (0%)","295 (0%)"
"org.apache.kafka.common.telemetry.internals.ClientTelemetryReporter$DefaultClientTelemetrySender","16,520 B (0%)","295 (0%)"
"java.util.Collections$SingletonList","16,512 B (0%)","688 (0%)"
"org.apache.kafka.clients.ClientResponse","16,464 B (0%)","294 (0%)"
"java.util.ImmutableCollections$Set12","16,440 B (0%)","685 (0%)"
"org.springframework.boot.autoconfigure.condition.ConditionMessage","16,400 B (0%)","1,025 (0%)"
"org.apache.kafka.common.network.Selector$SelectorChannelMetadataRegistry","16,392 B (0%)","683 (0%)"
"org.apache.kafka.common.network.PlaintextChannelBuilder$PlaintextAuthenticator","16,392 B (0%)","683 (0%)"
"org.apache.kafka.common.network.PlaintextChannelBuilder$$Lambda.0x0000007001b04f50","16,392 B (0%)","683 (0%)"
"org.apache.kafka.common.network.PlaintextTransportLayer","16,392 B (0%)","683 (0%)"
"org.apache.kafka.common.security.authenticator.DefaultKafkaPrincipalBuilder","16,392 B (0%)","683 (0%)"
"java.util.HashSet[]","16,160 B (0%)","404 (0%)"
"jdk.jfr.internal.Control","16,160 B (0%)","404 (0%)"
"io.netty.buffer.PoolChunkList","16,128 B (0%)","336 (0%)"
"java.lang.Double","16,080 B (0%)","670 (0%)"
"sun.security.x509.X500Name","15,648 B (0%)","326 (0%)"
"java.lang.invoke.MethodTypeForm","15,552 B (0%)","486 (0%)"
"org.springframework.web.util.pattern.LiteralPathElement","15,520 B (0%)","388 (0%)"
"java.lang.module.ModuleDescriptor$Requires","15,392 B (0%)","481 (0%)"
"java.util.regex.Pattern$Start","15,360 B (0%)","640 (0%)"
"java.lang.ThreadLocal$ThreadLocalMap","14,856 B (0%)","619 (0%)"
"java.util.concurrent.LinkedBlockingQueue$Node","14,832 B (0%)","618 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync","14,688 B (0%)","306 (0%)"
"org.apache.kafka.clients.NetworkClient$InFlightRequest","14,656 B (0%)","229 (0%)"
"org.apache.kafka.common.message.FetchRequestData","14,656 B (0%)","229 (0%)"
"org.springframework.core.convert.TypeDescriptor","14,568 B (0%)","607 (0%)"
"org.springframework.util.ConcurrentReferenceHashMap","14,560 B (0%)","364 (0%)"
"io.micrometer.core.instrument.distribution.DistributionStatisticConfig","14,544 B (0%)","303 (0%)"
"java.util.zip.ZipFile$Source","14,480 B (0%)","181 (0%)"
"java.util.HashMap$Values","14,448 B (0%)","903 (0%)"
"org.springframework.beans.factory.config.DependencyDescriptor","14,336 B (0%)","224 (0%)"
"io.micrometer.core.instrument.distribution.TimeWindowMax","14,304 B (0%)","298 (0%)"
"sun.nio.ch.Util$BufferCache","14,256 B (0%)","594 (0%)"
"org.apache.kafka.clients.consumer.internals.FetchConfig","14,160 B (0%)","295 (0%)"
"org.apache.kafka.common.config.AbstractConfig$ResolvingMap","14,160 B (0%)","295 (0%)"
"org.apache.kafka.common.utils.AppInfoParser$ImmutableValue","14,160 B (0%)","885 (0%)"
"org.apache.kafka.common.metrics.MetricConfig","14,160 B (0%)","295 (0%)"
"org.apache.kafka.clients.consumer.internals.SubscriptionState","14,160 B (0%)","295 (0%)"
"org.apache.kafka.common.metrics.stats.CumulativeCount","14,160 B (0%)","590 (0%)"
"org.apache.kafka.common.protocol.types.Field$TaggedFieldsSection","13,888 B (0%)","434 (0%)"
"org.apache.kafka.common.protocol.types.Schema[]","13,320 B (0%)","369 (0%)"
"org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport$ConditionAndOutcomes","13,168 B (0%)","823 (0%)"
"org.springframework.web.util.pattern.SeparatorPathElement","13,152 B (0%)","411 (0%)"
"org.springframework.core.annotation.AttributeMethods","12,992 B (0%)","406 (0%)"
"org.springframework.core.annotation.TypeMappedAnnotations","12,960 B (0%)","270 (0%)"
"jdk.jfr.SettingDescriptor","12,928 B (0%)","404 (0%)"
"java.lang.module.ModuleDescriptor","12,928 B (0%)","202 (0%)"
"org.springframework.core.annotation.AnnotationTypeMappings","12,864 B (0%)","536 (0%)"
"sun.security.x509.X509CertImpl","12,800 B (0%)","160 (0%)"
"org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$ShortcutDependencyDescriptor","12,744 B (0%)","177 (0%)"
"java.util.ImmutableCollections$ListN","12,672 B (0%)","528 (0%)"
"io.netty.util.internal.ThreadExecutorMap$1","12,624 B (0%)","526 (0%)"
"java.util.Collections$SingletonMap","12,440 B (0%)","311 (0%)"
"jdk.internal.vm.SharedThreadContainer","12,320 B (0%)","308 (0%)"
"io.netty.channel.nio.SelectedSelectionKeySet","12,288 B (0%)","512 (0%)"
"io.netty.channel.nio.SelectedSelectionKeySetSelector","12,288 B (0%)","512 (0%)"
"org.apache.kafka.common.requests.FetchRequest$Builder","12,240 B (0%)","170 (0%)"
"org.apache.kafka.common.requests.MetadataResponse$PartitionMetadata","12,080 B (0%)","302 (0%)"
"org.apache.kafka.common.PartitionInfo","12,080 B (0%)","302 (0%)"
"java.time.Duration","12,048 B (0%)","502 (0%)"
"java.util.IdentityHashMap$KeySet","11,984 B (0%)","749 (0%)"
"io.micrometer.prometheus.PrometheusMeterRegistry$$Lambda.0x0000007001a147a0","11,920 B (0%)","298 (0%)"
"javax.management.MBeanParameterInfo","11,904 B (0%)","372 (0%)"
"org.springframework.scheduling.concurrent.ExecutorLifecycleDelegate","11,880 B (0%)","297 (0%)"
"org.apache.kafka.shaded.io.opentelemetry.proto.resource.v1.Resource","11,840 B (0%)","296 (0%)"
"org.springframework.kafka.support.micrometer.MicrometerHolder","11,840 B (0%)","296 (0%)"
"org.apache.kafka.clients.consumer.internals.FetchBuffer","11,800 B (0%)","295 (0%)"
"org.apache.kafka.clients.ClusterConnectionStates","11,800 B (0%)","295 (0%)"
"org.apache.kafka.clients.consumer.internals.FetchCollector","11,800 B (0%)","295 (0%)"
"org.apache.kafka.clients.consumer.internals.AbstractCoordinator$GroupCoordinatorMetrics","11,800 B (0%)","295 (0%)"
"org.apache.kafka.common.metrics.Metrics","11,800 B (0%)","295 (0%)"
"org.apache.kafka.common.requests.FetchRequest$PartitionData","11,664 B (0%)","243 (0%)"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode","11,648 B (0%)","364 (0%)"
"jdk.proxy2.$Proxy74","11,584 B (0%)","724 (0%)"
"sun.security.x509.AlgorithmId","11,568 B (0%)","482 (0%)"
"sun.nio.ch.DatagramChannelImpl","11,520 B (0%)","80 (0%)"
"org.springframework.web.method.HandlerMethod","11,392 B (0%)","178 (0%)"
"org.apache.kafka.common.requests.FetchMetadata","11,376 B (0%)","474 (0%)"
"org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient$RequestFutureCompletionHandler","11,296 B (0%)","353 (0%)"
"org.apache.kafka.common.message.RequestHeaderData","11,296 B (0%)","353 (0%)"
"jdk.internal.module.ModuleReferenceImpl","11,200 B (0%)","200 (0%)"
"org.apache.kafka.common.metrics.stats.Min","11,200 B (0%)","350 (0%)"
"jdk.internal.loader.AbstractClassLoaderValue$Sub","11,040 B (0%)","460 (0%)"
"org.springframework.context.annotation.ScannedGenericBeanDefinition","10,976 B (0%)","98 (0%)"
"jdk.internal.math.FDBigInteger","10,912 B (0%)","341 (0%)"
"java.util.LinkedHashMap$LinkedKeyIterator","10,880 B (0%)","340 (0%)"
"sun.security.x509.RDN[]","10,864 B (0%)","326 (0%)"
"java.util.concurrent.atomic.AtomicLong[]","10,824 B (0%)","302 (0%)"
"java.lang.annotation.ElementType[]","10,808 B (0%)","398 (0%)"
"java.util.ImmutableCollections$SetN","10,608 B (0%)","442 (0%)"
"sun.security.util.KnownOIDs","10,560 B (0%)","264 (0%)"
"com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket[]","10,512 B (0%)","73 (0%)"
"org.springframework.expression.common.LiteralExpression","10,400 B (0%)","650 (0%)"
"io.micrometer.core.instrument.Tag[]","10,376 B (0%)","332 (0%)"
"java.util.concurrent.CompletableFuture","10,320 B (0%)","430 (0%)"
"java.io.FileCleanable","10,304 B (0%)","184 (0%)"
"io.netty.util.HashedWheelTimer$HashedWheelBucket[]","10,288 B (0%)","3 (0%)"
"io.netty.resolver.dns.DnsNameResolver","10,240 B (0%)","80 (0%)"
"java.util.zip.ZipFile$CleanableResource","10,176 B (0%)","318 (0%)"
"jdk.proxy2.$Proxy66","10,176 B (0%)","636 (0%)"
"java.util.jar.JarFile","10,136 B (0%)","181 (0%)"
"java.lang.invoke.MethodHandleImpl$AsVarargsCollector","9,984 B (0%)","208 (0%)"
"sun.net.www.protocol.jar.URLJarFile","9,864 B (0%)","137 (0%)"
"org.apache.kafka.common.Uuid","9,792 B (0%)","306 (0%)"
"jdk.jfr.internal.EventControl$NamedControl","9,696 B (0%)","404 (0%)"
"java.util.Random","9,600 B (0%)","300 (0%)"
"org.hibernate.validator.internal.engine.constraintvalidation.ClassBasedValidatorDescriptor","9,600 B (0%)","400 (0%)"
"java.util.Collections$UnmodifiableCollection","9,568 B (0%)","598 (0%)"
"java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue","9,568 B (0%)","299 (0%)"
"org.springframework.kafka.listener.ExceptionClassifier$ExtendedBinaryExceptionClassifier","9,552 B (0%)","398 (0%)"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$SharedNode","9,536 B (0%)","298 (0%)"
"java.util.stream.ReferencePipeline$3","9,520 B (0%)","170 (0%)"
"java.util.concurrent.locks.ReentrantLock$FairSync","9,504 B (0%)","297 (0%)"
"org.springframework.core.task.SimpleAsyncTaskExecutor$ConcurrencyThrottleAdapter","9,504 B (0%)","297 (0%)"
"org.apache.kafka.common.telemetry.internals.KafkaMetricsCollector$StateLedger","9,440 B (0%)","295 (0%)"
"sun.nio.ch.IOVecWrapper$Deallocator","9,440 B (0%)","590 (0%)"
"java.util.concurrent.CompletableFuture$AsyncRun","9,440 B (0%)","295 (0%)"
"org.apache.kafka.clients.consumer.internals.ConsumerRebalanceListenerInvoker","9,440 B (0%)","295 (0%)"
"org.apache.kafka.common.network.Selector$IdleExpiryManager","9,440 B (0%)","295 (0%)"
"org.apache.kafka.clients.consumer.ConsumerGroupMetadata","9,440 B (0%)","295 (0%)"
"org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer$ListenerConsumerRebalanceListener","9,440 B (0%)","295 (0%)"
"org.apache.kafka.common.internals.IdempotentCloser","9,440 B (0%)","590 (0%)"
"org.apache.kafka.clients.consumer.ConsumerConfig","9,440 B (0%)","295 (0%)"
"org.apache.kafka.common.header.internals.RecordHeader","9,440 B (0%)","295 (0%)"
"org.apache.kafka.clients.consumer.CooperativeStickyAssignor","9,440 B (0%)","295 (0%)"
"org.apache.kafka.clients.consumer.internals.ConsumerCoordinatorMetrics","9,440 B (0%)","295 (0%)"
"org.apache.kafka.common.telemetry.internals.ClientTelemetryReporter","9,440 B (0%)","295 (0%)"
"org.apache.kafka.common.telemetry.internals.KafkaMetricsCollector","9,440 B (0%)","295 (0%)"
"java.util.concurrent.atomic.AtomicLongArray","9,408 B (0%)","588 (0%)"
"org.springframework.beans.PropertyValue","9,216 B (0%)","192 (0%)"
"com.fasterxml.jackson.databind.cfg.BaseSettings","9,216 B (0%)","144 (0%)"
"org.apache.kafka.clients.FetchSessionHandler$FetchRequestData","9,160 B (0%)","229 (0%)"
"org.apache.kafka.common.network.ByteBufferSend","9,160 B (0%)","229 (0%)"
"org.apache.kafka.common.requests.FetchRequest","9,160 B (0%)","229 (0%)"
"io.netty.channel.DefaultChannelPipeline$HeadContext","9,088 B (0%)","142 (0%)"
"io.netty.channel.ChannelOutboundBuffer","9,088 B (0%)","142 (0%)"
"java.lang.reflect.Parameter","9,080 B (0%)","227 (0%)"
"sun.security.x509.X509CertInfo","8,960 B (0%)","160 (0%)"
"org.springframework.format.support.FormattingConversionService$AnnotationPrinterConverter","8,960 B (0%)","280 (0%)"
"org.springframework.format.support.FormattingConversionService$AnnotationParserConverter","8,960 B (0%)","280 (0%)"
"java.lang.management.ThreadInfo[]","8,944 B (0%)","2 (0%)"
"org.springframework.boot.autoconfigure.condition.OnBeanCondition","8,832 B (0%)","368 (0%)"
"java.security.CodeSource","8,800 B (0%)","220 (0%)"
"jdk.internal.loader.URLClassPath$JarLoader","8,688 B (0%)","181 (0%)"
"org.apache.kafka.common.message.FetchResponseData","8,640 B (0%)","216 (0%)"
"io.netty.buffer.PoolThreadCache$MemoryRegionCache$Entry","8,640 B (0%)","216 (0%)"
"java.io.ObjectStreamClass","8,640 B (0%)","72 (0%)"
"java.util.AbstractMap$SimpleImmutableEntry","8,592 B (0%)","358 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LLLLL","8,568 B (0%)","153 (0%)"
"org.apache.kafka.clients.consumer.internals.RequestFuture","8,472 B (0%)","353 (0%)"
"org.apache.kafka.common.requests.RequestHeader","8,472 B (0%)","353 (0%)"
"org.springframework.kafka.listener.FailedRecordTracker","8,400 B (0%)","210 (0%)"
"javax.management.ImmutableDescriptor","8,328 B (0%)","347 (0%)"
"sun.security.pkcs11.SunPKCS11$Descriptor","8,320 B (0%)","208 (0%)"
"io.netty.channel.socket.nio.NioDatagramChannel","8,320 B (0%)","80 (0%)"
"io.netty.channel.nio.NioEventLoop$1","8,192 B (0%)","512 (0%)"
"org.apache.kafka.common.network.Selector$$Lambda.0x0000007001b09338","8,160 B (0%)","340 (0%)"
"org.apache.kafka.clients.ClientRequest","8,160 B (0%)","170 (0%)"
"io.netty.util.internal.LongAdderCounter","8,128 B (0%)","254 (0%)"
"org.springframework.kafka.config.MethodKafkaListenerEndpoint","8,024 B (0%)","59 (0%)"
"java.util.regex.Pattern$CharPropertyGreedy","8,016 B (0%)","334 (0%)"
"java.security.ProtectionDomain","8,000 B (0%)","200 (0%)"
"io.micrometer.core.instrument.Tags","7,968 B (0%)","332 (0%)"
"io.netty.channel.DefaultChannelPipeline$TailContext","7,952 B (0%)","142 (0%)"
"org.apache.kafka.common.protocol.types.CompactArrayOf","7,872 B (0%)","328 (0%)"
"com.sun.jmx.mbeanserver.ConvertingMethod","7,808 B (0%)","244 (0%)"
"java.util.Date","7,800 B (0%)","325 (0%)"
"org.apache.kafka.clients.consumer.internals.FetchMetricsAggregator","7,776 B (0%)","243 (0%)"
"redis.clients.jedis.Protocol$Command","7,744 B (0%)","242 (0%)"
"java.util.zip.Inflater$InflaterZStreamRef","7,704 B (0%)","321 (0%)"
"sun.security.util.MemoryCache$SoftCacheEntry","7,680 B (0%)","160 (0%)"
"org.apache.kafka.clients.consumer.internals.FetchMetricsAggregator$FetchMetrics","7,584 B (0%)","316 (0%)"
"java.security.Provider$UString","7,560 B (0%)","315 (0%)"
"io.netty.util.Recycler$LocalPool","7,520 B (0%)","188 (0%)"
"org.apache.kafka.common.protocol.types.ArrayOf","7,488 B (0%)","312 (0%)"
"org.springframework.core.convert.support.GenericConversionService$ConverterCacheKey","7,416 B (0%)","309 (0%)"
"org.redisson.client.protocol.RedisStrictCommand","7,392 B (0%)","231 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock","7,368 B (0%)","307 (0%)"
"org.springframework.boot.origin.TextResourceOrigin$Location","7,368 B (0%)","307 (0%)"
"org.springframework.boot.origin.TextResourceOrigin","7,368 B (0%)","307 (0%)"
"org.apache.kafka.clients.consumer.internals.Fetcher$1","7,328 B (0%)","229 (0%)"
"org.springframework.kafka.listener.DefaultErrorHandler","7,248 B (0%)","151 (0%)"
"org.springframework.kafka.listener.FallbackBatchErrorHandler","7,248 B (0%)","151 (0%)"
"java.io.RandomAccessFile","7,240 B (0%)","181 (0%)"
"java.util.concurrent.Executors$RunnableAdapter","7,176 B (0%)","299 (0%)"
"org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$Segment","7,168 B (0%)","128 (0%)"
"java.lang.invoke.DirectMethodHandle$Interface","7,120 B (0%)","178 (0%)"
"org.apache.kafka.clients.consumer.internals.AbstractCoordinator$Generation","7,104 B (0%)","296 (0%)"
"org.springframework.kafka.listener.ConcurrentMessageListenerContainer","7,080 B (0%)","59 (0%)"
"org.springframework.scheduling.support.DelegatingErrorHandlingRunnable","7,080 B (0%)","295 (0%)"
"org.apache.kafka.common.metrics.JmxReporter","7,080 B (0%)","295 (0%)"
"org.apache.kafka.clients.ApiVersions","7,080 B (0%)","295 (0%)"
"com.sun.jmx.mbeanserver.StandardMBeanSupport","7,080 B (0%)","295 (0%)"
"org.apache.kafka.clients.consumer.internals.OffsetsForLeaderEpochClient","7,080 B (0%)","295 (0%)"
"org.apache.kafka.clients.consumer.internals.TopicMetadataFetcher","7,080 B (0%)","295 (0%)"
"org.apache.kafka.common.network.PlaintextChannelBuilder","7,080 B (0%)","295 (0%)"
"org.apache.kafka.clients.consumer.internals.ConsumerCoordinator$MetadataSnapshot","7,080 B (0%)","295 (0%)"
"org.apache.kafka.clients.NetworkClient$DefaultMetadataUpdater","7,080 B (0%)","295 (0%)"
"org.apache.kafka.clients.NetworkClient$TelemetrySender","7,080 B (0%)","295 (0%)"
"org.apache.kafka.clients.InFlightRequests","7,080 B (0%)","295 (0%)"
"org.apache.kafka.common.internals.PartitionStates","7,080 B (0%)","295 (0%)"
"org.apache.kafka.common.utils.KafkaThread$$Lambda.0x0000007001b70e58","7,080 B (0%)","295 (0%)"
"org.springframework.kafka.support.LogIfLevelEnabled","7,080 B (0%)","295 (0%)"
"org.apache.kafka.common.network.Selector$SelectorMetrics$$Lambda.0x0000007001a8e100","7,080 B (0%)","295 (0%)"
"org.springframework.kafka.core.DefaultKafkaConsumerFactory$ExtendedKafkaConsumer","7,080 B (0%)","295 (0%)"
"org.apache.kafka.common.metrics.JmxReporter$$Lambda.0x0000007001a71b20","7,080 B (0%)","295 (0%)"
"org.apache.kafka.clients.consumer.internals.Deserializers","7,080 B (0%)","295 (0%)"
"org.apache.kafka.common.network.Selector$SelectorMetrics$$Lambda.0x0000007001a8e548","7,080 B (0%)","295 (0%)"
